,NMHC(GT)
3987,122.91138095238098
3988,124.85623412698412
3989,130.31196230158727
3990,110.4865674603174
3991,110.9626567460317
3992,53.5669027777778
3993,47.82474801587306
3994,41.223206349206336
3995,52.05766865079369
3996,114.24849338624335
3997,160.32650811688316
3998,302.31627140452116
3999,163.34612451899957
4000,197.6035233285232
4001,155.4076808099308
4002,153.00478523328528
4003,130.63977182539696
4004,117.50234325396828
4005,156.17038576238568
4006,197.51587121212103
4007,160.49726811151805
4008,165.79462451899954
4009,130.5996851851852
4010,94.19446291208784
4011,127.12971560846556
4012,148.85855489418
4013,172.67637922262915
4014,119.97837433862423
4015,110.45444047619046
4016,78.23969149831645
4017,47.58142195767199
4018,56.637861772486794
4019,68.20783134920636
4020,112.29722751322753
4021,198.290546957672
4022,462.7783161375657
4023,303.30865013227526
4024,237.27093518518512
4025,196.35229431216916
4026,168.43134416971913
4027,162.8233111009361
4028,117.37930820105822
4029,119.58053174603168
4030,125.261453042328
4031,162.67800819088322
4032,124.20890343915336
4033,123.562578042328
4034,123.5735992063492
4035,121.22022619047615
4036,130.0084523809524
4037,149.3594755291005
4038,125.40707275132276
4039,83.60121428571424
4040,54.32370039682542
4041,48.29382208994715
4042,40.0955402236652
4043,52.3601924603175
4044,95.927041005291
4045,174.08030291005286
4046,255.19833597883593
4047,165.68829298941796
4048,166.85473743386245
4049,140.01005158730146
4050,165.84768584656086
4051,143.46694841269837
4052,124.32802248677238
4053,149.2284404761904
4054,122.24141931216916
4055,202.5644662698413
4056,176.61879431216934
4057,177.50562169312173
4058,170.1416276455026
4059,119.70627248677236
4060,118.16534788359776
4061,115.54553240740732
4062,105.99925793650792
4063,105.98814682539684
4064,82.05541865079364
4065,81.45028571428574
4066,83.59738624338624
4067,86.24810449735452
4068,95.6011402116402
4069,208.48667592592588
4070,215.6352096560846
4071,221.7409391534392
4072,182.6448941798943
4073,168.06605224867724
4074,166.65262367724873
4075,159.04258465608467
4076,146.40929894179888
4077,160.33447949735452
4078,163.73306679894185
4079,169.03062632275137
4080,160.59028306878312
4081,218.51854563492063
4082,211.29968055555543
4083,163.88421296296295
4084,160.1486898148147
4085,126.50053174603158
4086,83.11016865079364
4087,82.95752976190475
4088,82.75225198412699
4089,57.94831084656085
4090,47.576480459355494
4091,40.82789285714286
4092,53.28560119047621
4093,67.3911752645503
4094,127.43077513227516
4095,162.562526048026
4096,173.72811790524287
4097,146.28930977818484
4098,129.61828703703716
4099,114.20320845358344
4100,59.23157936507937
4101,102.61706547619046
4102,137.7538895502646
4103,183.35416750841745
4104,169.4513461538462
4105,192.32096909571897
4106,159.1901534391536
4107,185.0515449735448
4108,176.2436695665444
4109,173.48335780423272
4110,120.81909457671954
4111,127.59074669312167
4112,133.85962566137562
4113,123.75196428571422
4114,79.17054100529101
4115,58.09355687830692
4116,55.486013888888905
4117,55.30877645502648
4118,84.92367256817255
4119,69.4003571428571
4120,142.79237169312182
4121,140.20639947089958
4122,97.03451719576722
4123,72.25764417989417
4124,59.468079365079355
4125,77.80088227513224
4126,107.20615079365078
4127,176.6427839845339
4128,181.686441137566
4129,222.2520363756613
4130,206.32055026455023
4131,180.20463980463973
4132,188.9654479316978
4133,194.04040295815312
4134,140.97377182539685
4135,79.58010943685935
4136,53.22340542328046
4137,40.924907287157254
4138,40.67027831890327
4139,68.33659325396825
4140,144.14545238095243
4141,300.62610515873007
4142,336.73192724867715
4143,287.5453736772485
4144,222.21382587782588
4145,210.21638756613743
4146,203.2761351010099
4147,197.87124290524267
4148,162.16747578347588
4149,222.5592895021644
4150,209.06836904761897
4151,207.7853154761904
4152,226.8652716450216
4153,208.8424915824915
4154,204.3296489898989
4155,197.8832515031264
4156,189.15911327561315
4157,175.5870681216931
4158,86.58419841269834
4159,83.12534163059159
4160,54.99843055555558
4161,45.50052976190478
4162,51.32638955026457
4163,72.09253505291004
4164,130.3884007936508
4165,283.1359239417988
4166,318.2320714285713
4167,251.47521494708988
4168,227.16708796296297
4169,262.21070304232796
4170,226.026712121212
4171,208.29934193121676
4172,263.48471164021174
4173,197.534285233285
4174,139.66780580993083
4175,204.85547504809992
4176,292.7629217772966
4177,301.33441582491594
4178,201.39579978354968
4179,214.14816750841752
4180,188.26866949254435
4181,172.87419594757085
4182,172.2441721380471
4183,110.85072354497356
4184,57.6729819023569
4185,50.74875426887929
4186,53.33375264550268
4187,66.17511772486775
4188,124.5028981481481
4189,455.9514537037035
4190,824.247966269841
4191,492.7956957671958
4192,233.1580191798941
4193,195.4535947570946
4194,242.52622138047144
4195,208.6004942279941
4196,175.7438242544493
4197,208.1523009259258
4198,229.86497089947073
4199,418.4646951659451
4200,506.3769642857137
4201,642.380159391534
4202,327.51356403318897
4203,226.83515031265011
4204,164.1659194925445
4205,216.4603394660894
4206,206.38682888407885
4207,128.72339814814822
4208,80.21447552910048
4209,52.46656349206352
4210,64.75671759259258
4211,67.94961610149112
4212,109.83215277777776
4213,308.6010773809527
4214,742.2254154040402
4215,397.44312830687824
4216,243.63492923280415
4217,225.2254880952381
4218,219.26448875661373
4219,206.07043518518512
4220,193.2161185666184
4221,219.71787367724863
4222,222.71147288359788
4223,226.3768287037037
4224,340.39582948532933
4225,357.2251383477634
4226,280.93775793650786
4227,209.17503835978837
4228,202.15311393698892
4229,196.0304671115921
4230,188.6166569264068
4231,168.75398412698408
4232,124.40101653439156
4233,55.97675306637809
4234,46.82325198412701
4235,56.199972222222264
4236,87.00360912698407
4237,263.67203902116404
4238,360.49077248677247
4239,289.76316269841266
4240,298.21446626984124
4241,283.65071031746027
4242,215.1647665343915
4243,194.9754300745549
4244,205.71573280423272
4245,218.9992784391534
4246,222.88917129629627
4247,678.6913478835978
4248,566.0795701058196
4249,721.0770894059642
4250,430.9468346560844
4251,286.3371421957672
4252,142.8211986670737
4253,157.97716295278798
4254,215.5258558201057
4255,110.48809457671952
4256,108.86028637566132
4257,74.14184254171754
4258,72.96372120934625
4259,68.2305578495579
4260,82.7349318274318
4261,152.47388377825888
4262,186.48339682539677
4263,202.34856283068763
4264,208.83358038720527
4265,259.2031297498797
4266,259.0550205026454
4267,173.74136724386716
4268,142.04286401098904
4269,164.6983124236874
4270,253.7915806878308
4271,260.6321005291006
4272,209.6533373015872
4273,177.4409029581529
4274,165.64109813797322
4275,199.84683880471377
4276,164.90903663003667
4277,310.4326150793652
4278,821.8182659932659
4279,401.850201058201
4280,126.20021494708988
4281,75.45415145502633
4282,86.97370899470893
4283,75.4233167989417
4284,45.003075396825416
4285,56.77338888888893
4286,45.99022715247716
4287,59.48512037037039
4288,59.47754503367003
4289,54.01739748677249
4290,59.758687229437236
4291,44.49923112073111
4292,45.584386904761935
4293,43.257171296296306
4294,49.52223280423279
4295,60.26590079365077
4296,85.82442261904758
4297,138.44122817460314
4298,114.55388558201057
4299,150.4896851851852
4300,133.86170039682543
4301,98.126154049654
4302,85.7620191798941
4303,64.79721626984126
4304,39.002815476190456
4305,35.13045568783068
4306,35.887263227513216
4307,51.8087433862434
4308,55.639817460317474
4309,158.03194312169313
4310,180.5409530423279
4311,156.2975134818885
4312,116.20385064935068
4313,117.3834761904762
4314,98.06347685185187
4315,117.85536718374216
4316,99.39912632275131
4317,119.84168452380948
4318,129.92126719576714
4319,272.1590707671957
4320,306.93545087782576
4321,341.0468300264553
4322,176.9089076617827
4323,115.99487632275137
4324,125.96145238095237
4325,92.62507275132272
4326,89.54348209198206
4327,59.836591269841286
4328,51.44742526455031
4329,53.600113095238136
4330,73.5950906084656
4331,69.03382473544973
4332,123.34308928571436
4333,277.7229724627225
4334,456.6995350529097
4335,219.45115692640684
4336,222.19960714285705
4337,157.94319866707363
4338,215.98865692640675
4339,214.9161205507453
4340,140.98910276760273
4341,130.08084391534405
4342,152.19264965127465
4343,246.35533730158724
4344,417.6390304834056
4345,571.6652731481475
4346,404.37884577922074
4347,208.8629975348724
4348,201.75233946608932
4349,155.4878425925926
4350,161.6993293650794
4351,161.913880952381
4352,162.2689960317461
4353,162.11712301587306
4354,162.06779894179897
4355,162.60912830687835
4356,164.24850132275134
4357,169.69030291005294
4358,171.3774107142858
4359,398.8585423280425
4360,172.14726190476202
4361,172.58608333333342
4362,175.15105952380952
4363,177.0685793650794
4364,179.21039682539683
4365,177.58517195767195
4366,172.5942096560847
4367,347.34885515873015
4368,549.6019259259259
4369,729.8023128306876
4370,517.7177850529094
4371,328.80734764309767
4372,317.3131886724389
4373,195.5938427729677
4374,115.1901693121693
4375,112.09526984126984
4376,58.42973412698416
4377,50.73210347522847
4378,49.02432040644538
4379,49.31457605820105
4380,82.50574272486766
4381,423.9261457431454
4382,468.57752116402105
4383,506.57460251322726
4384,472.75328180615674
4385,247.79877224627216
4386,198.82615542328043
4387,215.01012830687827
4388,316.5885420875421
4389,286.882276214526
4390,344.20686616161646
4391,573.8817268518508
4392,857.2556567460313
4393,578.805552910052
4394,422.8891640211638
4395,198.24330687830687
4396,197.37759559884557
4397,157.8251721380471
4398,116.50056547619047
4399,98.19589417989415
4400,56.86271735209235
4401,57.92217766955268
4402,56.468946428571435
4403,57.26110515873018
4404,99.0791746031746
4405,293.21667370129865
4406,595.9977011784508
4407,413.73707671957663
4408,212.63017724867723
4409,308.7774151034152
4410,290.27269684944673
4411,308.50697065897066
4412,212.8154788359788
4413,230.12035714285705
4414,304.1175496031746
4415,310.6693181216931
4416,424.56011513948994
4417,426.3213254569504
4418,304.9122612433862
4419,155.0958329263329
4420,162.7812296777296
4421,165.8060365560366
4422,158.31423430735927
4423,125.00261574074078
4424,78.21120304232794
4425,55.43187572150073
4426,44.40483760221264
4427,55.86346428571429
4428,69.89974933862435
4429,184.02873875661365
4430,214.0626421957673
4431,202.21209391534384
4432,278.06687710437717
4433,211.5042764550265
4434,192.740613095238
4435,189.39385401635383
4436,150.63027050264557
4437,148.77746097883616
4438,193.26836309523796
4439,195.60216666666665
4440,206.25815410052917
4441,235.9337103174603
4442,194.4929830586079
4443,194.3830720899471
4444,212.8313407888409
4445,209.0864697570948
4446,198.9862162698413
4447,150.69693584656082
4448,156.52241534391536
4449,85.3217162189662
4450,72.71792328042324
4451,46.14959620009624
4452,45.695675565175584
4453,84.63560841473341
4454,131.1315489417989
4455,130.4773148148148
4456,130.43937974987978
4457,129.9091456228957
4458,131.47041402116406
4459,142.5938207671958
4460,62.01521494708998
4461,61.25079232804236
4462,127.43903174603176
4463,156.57632804232804
4464,148.5041038359789
4465,189.60091269841269
4466,261.56169510582004
4467,202.5627103174603
4468,295.44204449254454
4469,190.22029449254453
4470,131.71843783068778
4471,75.4082374338624
4472,61.78871626984128
4473,60.93097023809524
4474,69.81802711640208
4475,120.52516137566128
4476,156.15458664021168
4477,329.05869113756603
4478,343.19791534391544
4479,266.0611798941799
4480,407.2246355820104
4481,363.714463624339
4482,402.30294715007193
4483,397.6028578643577
4484,233.263283068783
4485,208.1800178571427
4486,256.4579378306875
4487,421.07360720298215
4488,340.22336904761914
4489,961.1346726190473
4490,700.1596541005287
4491,425.5849894179893
4492,226.07138029100528
4493,141.25825529100536
4494,108.81283928571423
4495,72.44293187830687
4496,55.5835535714286
4497,64.53575396825396
4498,73.79181878306872
4499,81.42091600529095
4500,179.41688973063955
4501,328.84363161375654
4502,343.3763240740741
4503,285.4927208994709
4504,208.42141798941793
4505,265.4880383597883
4506,243.98174669312164
4507,226.26365127465115
4508,171.8838990638991
4509,230.10618698893705
4510,274.53962764550255
4511,315.80534325396826
4512,281.6329662698411
4513,210.57168103655607
4514,139.4327870370371
4515,73.87147949735444
4516,62.12929166666671
4517,75.50903500203495
4518,76.64501058201051
4519,49.28166600529106
4520,57.99858838383841
4521,57.11919949494955
4522,58.308170634920664
4523,68.04973809523808
4524,146.69478835978845
4525,239.59026587301585
4526,326.22542923280406
4527,265.4438544973545
4528,267.51451521164023
4529,281.80793121693114
4530,282.0487751322751
4531,266.35051521164024
4532,237.9553948412699
4533,266.6702314814815
4534,266.7449292328042
4535,389.9067777777776
4536,796.9892869769119
4537,886.7501369047617
4538,530.001484126984
4539,177.80690957190953
4540,174.9186322751322
4541,151.1094212962963
4542,133.4414067460317
4543,71.39482010582013
4544,50.42564682539687
4545,66.44182804232804
4546,64.81431216931217
4547,112.27750727513222
4548,143.35256764069254
4549,516.2892374338621
4550,527.8312263107262
4551,465.1923994708994
4552,233.43698346560845
4553,124.7559338624338
4554,166.5312925084175
4555,225.6441970899471
4556,175.9719307359307
4557,206.82169793169777
4558,262.5273928571431
4559,381.36167460317455
4560,426.90883465608454
4561,435.2723243145744
4562,270.2208240740742
4563,181.56868734968737
4564,185.57964965127456
4565,153.7848978475228
4566,119.97817742905242
4567,107.48224074074072
4568,53.815111111111115
4569,53.97928240740739
4570,35.71266269841269
4571,35.773087301587296
4572,47.023512566137605
4573,243.58335359547863
4574,202.3193169793167
4575,119.49258994708994
4576,152.2140634920636
4577,159.70456308506306
4578,157.5021046777297
4579,215.755471079846
4580,113.3841580687831
4581,164.6613262385763
4582,288.3445522486772
4583,330.2835211640215
4584,308.17314880952404
4585,373.6754107142857
4586,225.85802465127455
4587,134.16036507936505
4588,120.41879894179893
4589,128.2383783068783
4590,109.49037301587298
4591,63.9340919312169
4592,53.79934126984127
4593,48.40560744348248
4594,52.760710978836
4595,47.417692099567134
4596,55.82625925925929
4597,112.29409854497352
4598,84.60349735449724
4599,157.3772237993487
4600,112.72849603174596
4601,92.83161640211642
4602,112.99552777777772
4603,152.48150330687838
4604,94.41775727513225
4605,97.19311706349204
4606,100.326621031746
4607,124.98810515873
4608,193.39072372534864
4609,278.5866904761902
4610,191.25477663540156
4611,147.35828835978845
4612,163.1500497835498
4613,244.1231899951902
4614,193.64851984126977
4615,121.83551851851853
4616,107.7204285714285
4617,111.4496197089947
4618,59.247209656084635
4619,47.67688654401158
4620,52.27767923280426
4621,73.91722949735453
4622,123.60791137566136
4623,158.78707936507934
4624,208.74416155603635
4625,213.6989499158248
4626,209.05369991582455
4627,210.254406084656
4628,196.76730110630092
4629,100.94835714285716
4630,168.9700095136345
4631,538.1621223544965
4632,451.38128703703694
4633,547.5785489417983
4634,389.4228437950936
4635,188.56158002645483
